msno,city,bd,gender,registered_via,registration_init_time
g2d6qfZdNQGTcn818KEgqFT55ObG1vuSQA96YdcH5i8=,1,0,,7,20150719
+KF4k2f35Vetjk+mimbnhVKnVwThRpUO/3Sj1RQ/uMU=,17,27,female,9,20101110
JPJqWNasIG9oV/My+yY4pp1oZwElA6lSCbcMcUKbHbw=,1,0,,9,20150613
FRqmTDgCXUf1hITxkcNx6DLfEmn6DV3IaPXCNsJpigA=,1,0,,7,20150203
gY9Hos3HL2BhOV/JNvN+H63iFufDlM6e8iI/YrYSAjc=,6,18,male,9,20080313
zlVYYtA6Xfs+ygB5RCnK7UQSBp2BNK3072jXyqt5Ppw=,4,21,male,9,20150922
M1nUk+VN7USWBlR5pMd3SRP/Vy94IRDiXd/xCpY1sXs=,6,26,female,3,20120104
9VbDI8xo1Ru9d4TYIGFvjW+gXJFmi9m1ZE9NWyT5FoU=,13,27,female,9,20100415
FqvbncIcVCpzq0pCj80XkjjtGJCuNsskyjigb5YiqVw=,1,0,,7,20150710
12rZKMJIUsPBrp+pntkwP+JvOCMXHpnDMph3up+bW4Q=,13,18,female,9,20150730
OHOUv2rdCGwnx/Qyn6z2QuVrchDk/LdFg6GdhxuawmM=,5,27,female,9,20100223
g7XX3puA3x6UM3eWupS66Jkx+mykJE/dmZlh5gK8XHs=,15,22,female,3,20140512
6CPx40IaxBbAx6TspWIv5u/Y9DHtG0IUwZhuE+u4ae0=,1,0,,7,20101104
aV+PgyKKic8GDXhAZDfAj4PGsLIkBh/hSFGrs1eIfrA=,9,13,female,7,20150714
QX9uuOFCJxaBGn9h2yVJ+XC8LjXORQF9q0skUbI1z3A=,1,0,,3,20131109
GI9PyxcIcCX/hq0ZRn/lsPYwM4eVTf+ZZOPloDv0IiI=,13,26,male,7,20130622
g3nu4/8pzqS0aJe8j9tUwYP2Sth8dX+jTmWCXGoqhVo=,4,45,female,9,20131220
H1rvot6T50mHE9jQnEAf1Hjle5tx1u+60CRoMh1s9aM=,1,0,,7,20120307
cDbHwkSRAUSuCAVxDbjxNKgkLKuMyN787HoevC8ZQHA=,1,0,,7,20141002
bHQBnARDZVlLlZ40PezwLOQlaqAHcqkOV0KoGEvrcwA=,1,0,,7,20120211
lZfx/iBweBGHZbysBym10V+dUjwKuKLMldRycG57Wyg=,13,37,male,9,20110918
0yaUcCmS4/jP6n4OIqpPH+tGPx1tur8lfrQ1zhtCUXI=,15,27,male,9,20091004
2uLHguJzlou3YCr6qLrQ31N5ic+2IaxG/rNrcepsPeY=,5,0,female,3,20130502
+PdR7l0Tusq+nAwUUUCM0LqVdbvlxBmfZ4ohUcT26N8=,4,18,male,3,20140910
/rZHuON0nRlO8w+pMCys2YFsel4d5XsNXq8vFTAhyJM=,5,25,male,3,20130923
dvVbWYRp4pew4kmruLMIvlv1ga5efzag1px+02sZyqo=,11,33,female,9,20090205
uGQPE2F5vD/eYE/f+jndVdAIeajt+8Ua2zvwcL5lYQg=,14,36,,9,20151026
uWwRfmAc5gvWGTaOCujnT1SL2h3iQP///kDIWOae7aI=,5,28,male,7,20110408
SSTUr489uEJj4llJueouE1B+i/SKnx4OFnIipdqV3YQ=,1,0,,3,20140119
UcJiGOpOcEeqePnfKY4RslEREcePfw6VTgb0TQns8b0=,15,24,female,9,20070206
ARG1lK9bgu3Z6LGWNHI5pQe0rAwdy8uVHgtybhonJx0=,20,22,male,3,20150724
j2RSFeqtryzsQAMTkLo0yYxvByOn42ZFZtvVpDMMT0M=,1,0,female,7,20130628
Wfr3EkpfvU4fk16T4b47TmNqyOMIzh+lkcR0OD2op5U=,13,18,male,9,20150918
Zwiwp2g0g6+M4A64B6os9WbuCnGpOWL6L1yoE5DS8eQ=,14,35,male,9,20111226
J8DiuxsiZR7PbHGEPM8Nd2Ghjr994zuNrOSVKCq2AM4=,1,0,male,3,20150208
W0nGNxD9GcFNrK4Zzt7wKlpmFfSavTUGaIoeCulBLX0=,5,29,male,3,20150222
Ur/q5T9qS3M+yw6NlhJNNdAulLd+FcLx6ql5/949t/Q=,1,0,,7,20151128
zW3rxqx53yRrpWlB64YRZW+PlAjWWplSSHTN7FvwUqE=,1,0,,7,20151107
urQDGD28+11yCUTQyQZeHlj34BGI4BpawoPGn74POBM=,1,0,,9,20150928
CUziD9S6vOEFrFF4voapmUMVG3k4XmohlchuBLHdm6A=,5,25,female,3,20140717
NWFhXFJWO7kZkdEE/RAN0rexYAnKiYVpy1MHcCogkV0=,13,28,male,3,20120929
zHt6gXeF9VxqS6fkiiVRH+9GXIqmpD6QnJYwmJXy9BY=,10,29,female,9,20120811
pCOpfmMeKSWlhpunaPXIQVkCJ/0M4xoDnrduTg8RMh4=,13,23,female,3,20130422
eq/OD9/gr36H/Y1BAFe6ylwUQILiv5wS52XasCv+svc=,1,0,,7,20110902
wq81BTmjIt/QFGGSF76ZJ7J2efLqmgAp6Jasnc0UtwA=,3,33,male,9,20080622
5U/hI0hSeoKZXo/8atwpiAl1xuV8MSaQtVicxocjV4Y=,18,20,male,3,20150206
0egKAm3xfgjQy3ky4l8rjwacKwpMWuxmfCIYTL13bdo=,1,0,,3,20130816
F+LvO6nSThYIPTSdnOhfDis3GfRTijtW1oRYmHgP1GI=,13,23,male,9,20130714
pBTF63MKHuH5g3QfSYE8+ubc7RtE1IETF7Wg7KSmQxc=,1,0,,7,20121230
CGdD+fmRagKAv36akzAs7kNwMdTPUP8W4CZUbMzLdyQ=,1,0,,7,20150919
qNUSkAU8UL9ckgYiMPsGqLbvsFmbuKLvzCIPXeGCoFY=,15,27,female,3,20131001
Bhi8ncNDRsYZrHTXwUD83uFrDNIlXH0rhcSnpR7qim8=,21,24,female,3,20130922
U4z/4Jz2VGVITmxsULVD02/hfUPHAELdJYOBpXpSKl8=,1,0,,7,20150806
GxtQg3jrlgh1vTXWEY3CPRvji3lMGIgIR7MUim/07AU=,13,23,male,9,20141008
tPGh2O8ZGDos2fXFBFGD2WhcX6J/46pzn3sOxI0UVrA=,13,24,female,3,20130921
CyO9yyPgxcejdscw9ZkZFAWg5l1bIPswmAr0GLHZ9WU=,1,0,,7,20140211
sdJ1CA1DMRcwtmr0LX3vrA1cHSGFWhMfTCcxa/VECZ4=,1,0,,7,20151011
jsaHuk+aDQrefi9eO2bVl9Ibin4YP20C34OBts+Rxvw=,1,0,,7,20150331
+IVgzLDNaqP/NtH+Ck/h1eb1aISTu7NqRx+0SJcxNfY=,5,26,female,9,20150614
C424wAYBrD7pYkAX4EcFDI3YRLms29C1kfgkNEuSg3o=,1,0,,7,20140710
l9PaqnZSgx9hZQrz0Id+KVD3oqGCkjvGIX1x0/tlquo=,13,0,,9,20120630
zJGCMR9EmCiIXa1pQTY9a1ICZx+hrl71AFSTHq3Bxhs=,11,28,male,9,20060401
wIaDsDly1m0BnOG1bgkvHRMzRs4Dvzm8ew9oSoKMEt4=,1,0,,7,20151221
ZJzabOPrh1iwHmXzlmnESq/0Okek/4DLRd+IC9BHMn0=,12,29,female,9,20070921
2mJSdxSIQYbAeTDNZBNfMLVtICLiwLUvpHj6N1Um9Po=,17,31,male,9,20070423
nnfxbX1EGm8fuibyDIF2nk+eRR356U0hdW01pyM/WiM=,13,21,female,3,20130308
FTX8kIQCJ8zZucskVSxx1nnLwPeIwmdQXA55HAinYNc=,13,29,female,9,20110418
l+I4tMhM/I30oSzeEPyxuaN+zWZ99jBSF9Df3Ie/k9c=,1,0,,7,20141023
L/kUj2TE5FtniL41K0sxESfkg4Ke4DaApwdjOgum1dI=,13,24,female,9,20051014
Mr0r5935scD/2NgrLI+CnpHVSXr3AW7bgiTouI0a0g0=,22,28,female,9,20080503
laCZuEvEDyPrioA+Ho8JShXKg6KbfrwfplLnS0lOk0Y=,13,27,male,9,20051215
0JxPOB+xrxuTAth6InKt9jt+lH/C7WrOiL8qg3i3FRk=,1,0,,7,20140725
vZAO3IsYuDDjkfyGJkjATcL7yulkEmYl0bjxdt0m9+Y=,12,35,male,3,20141106
KYqpZ/olRaUFl4kDKEMfyOXSnLyec9ZoIVcWWH3f9HE=,5,34,male,9,20070119
dWWSYIWHcjtA2OrOQHDfemOIItjvcXUXIn9qumeFdT4=,1,0,,4,20151224
iqQiv1MQuRV48SvMqwi0l+MaQWmzB+SuRvs6KubLF5E=,15,35,male,9,20051203
Jf9ktMA8jNHDbk3oMjA6xZQ/PU2uj9+q1HxExPd0OF4=,4,29,female,9,20070703
pLsVoxiDSXS/sVUrlJ9kLOpupDe3d8PKU/j2wEhkG8w=,1,0,,7,20150809
gZOftNsi+p2AbZXjiCaGFMMEIokTYuy2WU2dSgtY1lo=,5,20,female,9,20141109
ok/hQNun9gGZa5EqgxsYBMCsBdcpQEntei4FVXG/f9Y=,1,0,,7,20111124
NmELQw1lDRbX8pLnmCA6fAjLXQuZQHfVTQ1pMhE1JGc=,1,0,,7,20131211
YHvPG/XpU+9x6/2wSNotVShkcav26XjxpxIV1f40vYw=,1,0,,7,20130711
pVk9FnjK7Hy8dTw1PwG0Kv6gzgZqp4YgZoz6liw5yLo=,4,0,,9,20131124
hTFQJF3PFyLjM7u8ebiSawKeSKs12fDqeWcu+s8mjik=,22,20,male,3,20121110
J2pI1/nr2ESBGCpZHgFuxG2HciriTVg0L1a4r7vrQqI=,8,42,male,9,20111104
d6TdDgXmKPsXE651M/QYBNQ5LFWPZmVV1x5rYL0a6GY=,14,26,male,9,20080727
24MgxkcOifEdqc7ZSHL3cilXHQ+uigltrgXZ7Whf+iU=,8,0,,9,20140420
ZoUp4Qxj6zmJXJsz1GzjSvI0EmX2S+zRXnnBjGSpeE4=,1,0,,7,20150318
iWsiVJMOKEVz+kaqMfWg4WOjWrp+NuKH90erBKGY92I=,4,19,male,7,20141119
cJeS1BaFqOqHBxzV2CA048ceMV4yJc9FIN8oEy/KtFI=,1,0,,7,20110819
Dv/masCDi1drZaNYaYoxm5x0P7jKLm0bD6+Nu4Zvbs8=,11,30,male,4,20151128
ZYU5Oo2bG2fAmfLoWZybJJDxYAtAz8m/V70Uy41+7v4=,1,0,,7,20120530
gH4FZNKO6rGJydNjG4qvMU5AFxbpqz+qXNSUdGWbKIo=,1,0,,7,20151026
qwU5jz67QejUkrRHIWan/d2bCM2J6OiFbJJITO+ihCE=,11,18,male,4,20151105
GMG5bCdZhEbJqXdQbHg01RiJGUrw7gCj5ddc8Mf472s=,14,42,female,7,20101214
ey2NeZog8R+Upbw7A+3SWTxc26eSreiJHsNfbO3fuGs=,9,0,,4,20151226
qRotzMMdX6ib/I4V/YjMXrx4M+/31Nar6RUmW0vZ+qo=,4,29,male,3,20120108
HgHYX748zYZenTdL7ocP5i4lKqZC8xw3WKg307lU3L0=,1,0,,7,20150722
v0rZqYucLw5lNMIne5jipiYxKdXzguC2xGYX1uGeBu0=,1,28,female,3,20150615
gldDRnM6yFg1Fz5u0O7QGzq+WHk386tHANsW74ldP0k=,1,0,,7,20120217
o7f0ASwIlMSNshfcvPy8GFM+xCIEwdIQm+kp3CQDK4U=,1,0,,7,20120718
nQpsjfvJf0Ar35zqP1pMFzXwjrQ7Xk2R6iauSVILNY0=,1,0,,7,20120928
VaxAzmWq6Dx03cxtW0q5UTG6G6v/fACEDK+8rhWjVTw=,8,21,male,4,20151227
5g1sftBX8ZBCBVN8WBJO/PhoOMsg4GEOuwiUvSq8/jA=,5,32,male,3,20130228
jWPDcZrCgqMh4EPOxVT/uzRO3Jks46m8Z/RVa4wYOs4=,5,30,male,9,20111115
KKBd+GHIj+oVxygMcwiTBnBWF6CLACg/I6faw8NAVA8=,1,0,,7,20150812
YWkIBZ0CdZCc2dBTcxYRX4yrQ+4i52/ikYqaBht6vu0=,8,0,male,3,20130303
dAA6WctliYTsoAhDx3x5e3OVqAmp89Tv5cv7TxWNgUQ=,18,22,female,7,20140503
1JucwKcIvTPeWUdtXyk/qS1ZbElJhnqdwExQc9eNkX0=,1,0,,7,20150909
5BpUZjxOSIC6KqpfYC80eB3zaCF7G+9JM38g4X78kbo=,1,0,,7,20100605
vApMNz9zbQDjZyzchsWUpMNI20XMta0nTLc5kFb+rrY=,13,40,male,9,20051125
0FqsbUFWNAF7JzIt++7LTJptIMvgRlykY1YbKFk2QBU=,1,0,,7,20110422
dV9ZWFlf9LGwTgjvR48xoUFri+quyi96NRgzyozP69o=,1,0,,7,20150407
vLj/SZ8GJEgbm9sn9qxcmQANNBziBPvSmSCMJ48UBcU=,6,20,male,9,20150315
l/cho6DO80+yFMPP5JOn8HBfHu4B5YTBscJCh1lK6B0=,15,25,female,7,20130809
UsJaCKYq4sLzLYVA4ANMaKWp6o24i8vgtiQhM/VnIz8=,5,27,female,7,20140902
NW9wLc3+2kMBMfaJNR9daBjI6NFyeP91Rw0dSeb5zGw=,1,0,,9,20151129
tn/7HKdT2zGKkS2wizQKsLuiBSqOGWIFItOMbxpx1FI=,12,34,male,3,20130708
D2XcyVOAzwMHL1ghZAEUuYmDeC8as6rIH6zHVVIYcXs=,1,0,,7,20140704
KcwRy1qvEuiHo6zKod9GwNbF8d+0IkKi6xKKcxwCbb0=,15,23,female,9,20080216
FY1iD50bYiGqgvtUOHcEkk2uRiwHnGDvoPgMbY9kxu4=,17,17,female,3,20130210
2L3IP1BXW+VzrxPjHYOROYbkbq2E5gc1xxm5bo2Z04g=,13,31,male,9,20060901
dmHZsow1RuKaZzEB7erwdGyHscdVVqNZvN2ZEiEhWT8=,1,0,,9,20150816
2/e55kiQimtqoA3thRba3Wrq7yOYw6SPlo0iGxGFgZQ=,1,0,,7,20131231
9cfcuRcYjZ/VAEndknYxVpDlEeP2ZYvCLHaP6aqF84A=,10,28,male,9,20070317
uY5H534F35dc8wCC5LPOX9Pv3WL1kJHn9kC+rjMnIkc=,5,21,female,9,20151124
OzRZMOj3m/VnNow1nHWu3q0itxWw+GFXeqQu5x9vSdQ=,18,33,female,9,20050517
Zcy/fQiXzB64/HP/va0P9HHaFodtl3Pjgwn85uEODKk=,6,32,male,7,20150610
mpzxnmunHCQSklDRe7thpU+sxfHB/l/GVWzjZBTKMbA=,9,20,male,3,20141128
qDKuyy7kjPOVRPEGqzbHF0EndvhiXpF0Pi38cxHzbzI=,15,0,male,3,20150326
aJvyvKb/MNOgHx2GN5kQUWZ8mYHftCyIADeagPclLlQ=,14,54,male,9,20090725
CjkGB92uSaKloTyOrZZU2tkcldDJ4Mql5Qko8Q9VKIA=,13,56,male,7,20150712
4jI0MG2kX6leauB1kdjA62xIqGZ0KyPLgfI1dpYLch4=,6,17,female,9,20151019
ax7o35FIZJ+rZ/md89jkcFEwtsNgFZ3VHv5XTmlva/s=,5,33,male,3,20120403
6310VbvojDQUrV9qgGf74rDQWsEcsKrZ5XZjxLMUcP8=,1,0,,7,20101029
oHf8S59iCqpIDScwIjQBOytUBLHharwaMF7ZRXS0hAY=,1,0,female,3,20140812
X1JI1kadLshdJQ5xp2L13SIPO8XSQJM2Aj6OtD/EGjQ=,1,0,,7,20130708
UT/gpG++ydXwL91Q2Ivt7Wq62xi7MFmIewqYZ+mBD4s=,18,40,female,9,20061207
r4w1rDaEMYJjGvb/EpTzyn7OXzJX4xY9yvCKFMBwFo4=,5,37,male,9,20150922
isR6JA1FB0Y+s41V6oTikyVWN7gDlLFhKF9DSm6/l1U=,1,0,,4,20151219
CYLGdPjNrlEx8zEAHbSY630Xq0grd3pgVviqtjpnsBU=,4,26,male,9,20150727
Q5vSN7rzvuFFX5/xHcT2AR6B5ziZRknGjYyWDVF2FO8=,11,32,,9,20101005
03PwSjURDWH6HbOoL8k5NwiNYL1OBVN0KgZLB1bY+J4=,5,18,female,9,20110718
/arpEDDlco2/rlkuFK0vNuVU+ESv6GoOBblRDr7EznM=,5,21,female,3,20150619
oC0hf6bzV13fWqN61hVHyA/rMHbZKxjH93pyWeT1V+c=,5,32,male,9,20051106
aUzCtglGxBVyMy3qh3FGI1/nzG+tDD/v7VraQj0oUFw=,17,35,male,9,20111122
vEeNMPnb26Nipj+jqXsRWJU36Hs47ZzCRB39bQaQ8AE=,13,31,male,9,20050220
GN3/j/GPfyt/ZJOvpbfovF4Lb9jan4pKARYp9y9lcAY=,5,43,male,9,20090930
1pRcy/13ztlTVevpGc/IFcbqSKryTHks8u0oVRvvlis=,22,43,male,9,20091013
HQXLxQAcu+9WMETQVMo05L86W1a5mab565q+Jy5wykQ=,5,45,female,9,20091220
ub1i74AuwEYG//474TF3peA7HzqpsEs5CbdOx1eh/9Y=,1,0,,7,20110724
rM34WqRejWbgpStVnKkDVr8qVV4ge2SeRH/GQoqDPNI=,22,29,male,9,20070814
FLeuhyblhYBPQiy2hMXE8KO/Nuc0yMb5crib0qZZlWA=,1,0,,7,20150726
BRWEsX2UPVizG0uCdiqr7T8FExc/EJ7F21F7QAO++Rk=,11,31,female,9,20060920
suOXVAC+lg65nQM/ppHBSMc7Qn1IGV/uyKVQL9wl+go=,13,34,male,9,20110604
UJgF3p0ip3v7SuxU1BV+Ql9nZkHdF3BmD4NHmDW+gPo=,15,22,female,9,20090815
Fi4xi4pejVOD4xoPyqJj0qSNLO6ec8/CxAdxLNAvrAY=,14,39,female,9,20080923
tiLtn7eVuPWatOWt08bgBUIstyLANRk6UOPLY44rJyM=,1,0,,7,20140521
U6OGa7yMxDZX6ynxZtkXHRflJiGXVR72K/dkkwVW3Es=,12,21,female,3,20140730
SUnf6BZNh5eXsYKREFC5NhKbFe7egNT2n24MsDxMX/4=,1,0,,7,20130814
SiH+qbtOD8WCnYOtGidSuTxW8KKbAmuuLV2wZhr8XqE=,6,25,male,9,20081016
wfrZWs2HuXZ/tQDCbXTbjDLDChyU3KxvTY2XGQU3eq0=,5,33,female,3,20150410
qf/4Ozx+O30KXbshA6JEX1uLblg/RUnZ16U0CB+76Qs=,13,18,male,3,20150317
rOdJxL72uqvHiMDVhGO6VyaXtOvmYnuJV+PfFZEci+4=,18,33,female,9,20081215
w01+wUoPyiXMU1FBFksdeYxO3Dza2BPFQXBUjLF9czg=,4,17,male,9,20071203
oJetMgdId60f6KWN3Kfofg/kjWWbv5a7cK7yT95OW3A=,13,39,female,9,20060327
839viE6jrB5/s19uUJTIezPDJp2W7thIyqMu8+T4xkY=,1,0,,7,20130923
6RQdFA9lTuS6+SFUZRtP0AV+CVuRamzW0iOr9XmrKsg=,6,25,,9,20140805
Xhn5g29HJYvAy62dLvH10AfR4HR/Pm8n4wkxfCgBGwg=,8,22,male,3,20140412
rQiEcRxAWXRS007KtV0V8P9z2UjHGtMKxfVMMrdo3y4=,18,44,male,9,20080625
w2xZ7mCakQmI83KSvdQJoYOOxsd9aGmU5wbMStoF7lE=,4,31,female,3,20150213
lw5bm73Iu7EjwXzcQgixD3/gz7inQcD16l8pvWaEL4w=,1,0,,7,20150904
441QeSLq/tOUoG2Z7PwYcs7J/UzYRBusKYOMaDT+XJk=,1,0,,7,20151026
vJhkEzHT/TiTCl/Gwa8oyzo98t8w+FC8okBx90z9CYA=,13,37,female,7,20131218
/kueiWgbFsms9xXHxvs+SMSw3hNjpUNe7c0bX5Q+tAc=,1,0,,7,20121124
0zmuX46uSIyZD0x8biJHowCU6im8E8kIVQkWXsmd5Ts=,1,0,,7,20150930
nYiNETE5dIubETk86WJbr9zVWqXSJMXtEd3N3tySbSw=,6,19,female,4,20151220
DR+NrcyDtV5SSY5Ouxp7LCMY49f9/rwTHgGxDR774KQ=,22,39,female,3,20120906
tBjdNaJB1AxFWVtLlAgbP3iXtQpqqSyqtb8odaNmLj8=,4,29,female,4,20151214
VD7Zt1p1RwhhY0BoU+WLtVJlugqVgOmeB9vKFraV0f0=,13,34,male,9,20051109
Q4E+Pk3JepsiBiIPWjS5+5ptafN83tOdbSW2TGCMdiA=,6,39,male,9,20040703
jFJ6k1gTaDCBf1A2RM1IzZvGm1uN+KQZMDvou3HhyAk=,13,38,female,9,20110902
xNP3697ncVDnzBQdJNzxx3dAIcDrp/Zlz9zoM7BWPqM=,6,31,male,3,20140223
wQtfdT2xKmhTl6ZeafGCMGqG+Wb2FATt9yxdNRHttMw=,10,23,male,9,20070421
Ot3VDuoxS/nuhxf90JQ5AQXmEbBIvm1JDbLw6IXFajw=,5,22,female,9,20130923
H3nfln2A/++zc01WEKpPXB+Hi61EKxT4xedz2e/IGhM=,6,20,female,3,20150824
B/XuUCghqZT8iuUOWjWhCrOE4jX9F0tRXNv3d6RYtCc=,13,0,,9,20110119
IjUX4rc2uMoGMdObmjukJR9fYuBHIvxNLr1HJHwjd1I=,1,0,,7,20151110
D/QrNGmGJaNDuyVKSAgENTI6A9Enu2GzQB1mKXaEv5Y=,1,0,,7,20141227
JD+1ryvLsmOEHKgw/3q/581CUfRL+aQimCNffDbR7EU=,15,33,female,9,20140103
16/VVPlKh07srPE9xpG/2iyjvH6/FoghH42kA5gdtAw=,8,22,female,9,20141112
TKs71t5eZXpTJbHmdVG0/KNftvV+tH9cjCuA6xFS4Ag=,1,0,,7,20100923
DOCSB3UM4zpQfalwhAmlFQgXIOFj9cbhxcfXAby6P3M=,5,27,female,9,20120407
itBN4VxSMaYN8Z8gtKyt4FsGZSh33sNmicvWsrs+yvY=,13,18,female,3,20150323
GYgP/nm40Z0r/id/SHanG5IVe75iV9XcFYnDrn0u9ac=,1,0,,9,20151125
biG2WuoXsuWXgFGU1mvnyAK53enETyLcOsQlugALTvk=,4,19,male,9,20091224
nYwHyLV5qLkqGvJzZBV4iNUYdmBDRM5PfQ2OoOLe7Yk=,8,25,,9,20150802
JhHh0tamWu9MNAVTOFP5lzfaXKwJ4kgybFikgWv3pgc=,1,0,,7,20120413
mt0b7/5THIHJxMpI7JN7buotDpsRHL7PodbAeTwFhe8=,13,44,female,9,20071124
KvjliuvTvRVAfqmuupfLEvwxhz9CByxxhEpClQJN3Hs=,17,24,male,3,20120616
Tc2Zefvzw2yqtJMshoiw54ZRjef8D4DkBpnFd6KxxIg=,4,23,male,7,20130530
bPMrIjK9mNi5Q/9Rf+/4SB7RaUf/x4PjB7B0m3ZBhJQ=,1,0,,7,20150708
Z/HRl18zbtddYbyitJge6dbXBKqbEZnVa3RI1bjQgZM=,4,29,female,3,20150110
KFmeq6vLuVfSOK83yaBomRuzvY+R1G8ZYCqzHa9xHyI=,5,21,female,9,20071122
AVHtZ4JBDAJX1BI4c6HQlIAD762wROS9p1ZzbxIEKHk=,13,34,,9,20110219
OuRpoXpbZfkEJnC1cB3bCcee06rjIFK0pfVfFK+0x5I=,4,56,female,9,20081027
K62dTFH6caVHOHn3TptLDbuargRvcSmsDnkLa5iV9xY=,5,28,female,9,20060520
gRNtB5yMNWCf5Sc4NJJqbWkKYF8Ia6YODXbcR+Iex+4=,1,0,,7,20150725
df5es+c5jKxF/j0Z+7RCMkqHVi2wF2mu1EXeKAiP3zQ=,1,0,,7,20120311
XiMmUGWss6wdIMHVKzbWqaZHRfmxo+3R/wAmUhODIE0=,18,27,male,3,20150605
3Y6XmjcY1+mp49Mv471E1ZPOmKufLwa+W64tUf1xMn0=,1,0,,4,20151224
GrJtaLoyMHwX23D/7nI6lDEord4ZhlD4ky58eQcSzOc=,1,0,,7,20151113
yMLW+sGXyB27/WT8OPnYyUxgE0HxHmHHUGnuFKFgEj4=,5,34,male,3,20120725
8ehtZNNFWHpCXNvSdsJz8+7Dr52v3SHiGxRSmBtA+9w=,1,0,,7,20120111
Ze9INsYy64Cqv8OYuFa9KYVUVPCpcSjHyQn+rNwyn1g=,4,32,male,3,20150331
v8boh8RHM+4Ks5T7HnTysT5JeF2JrAefKGFrSyfSiB8=,8,30,male,3,20121020
VtQxUJz0Jj0xhnWR0jS/Jei9nyMR2KwFQZYZMYPmr6U=,1,0,,7,20150802
DLWz6HT1dyNGUXQGVu345jSas4I5ro/L022sB5NLigk=,1,0,,7,20130529
0XOYEzClY5pFNzcvyPRkkkWQanGP7OzyJDp+xsTGu+c=,1,0,,7,20100706
cXnYdhrAEKCtsq5adRROB00QCOQWGzOoCpgaW++bs8g=,8,21,female,9,20080524
EQtMPuimf03HiA+bg8ux/VpNggdsL4fIWsFx8gcJyXU=,15,23,male,3,20150104
5iO9gFon5nQA5wpHlpw8P+zB6yxSD+I4+iAKQGxrdyI=,1,0,,7,20150613
/mWNe4f9FIcVkgR21KvADLffsVmHMW83UwjgMMAHdv0=,1,0,,9,20150710
f0kc+m4LM10GzxyiTrYXcVNX6ku2klCkEFMqTTE3vM8=,14,18,male,3,20140723
+0dyK42durDQTnwxhkIiJMNwuHCSYB1GJk+thGYoWDY=,22,25,female,9,20101222
LAWw9UgPSQpjMAZglUJpra7uaD4ezp8M3ofQiZYXD6I=,4,0,,9,20141006
nN4sY85gEzfU5V3cuvTlaK3Eo24wibUGMZYsU1p2o6s=,13,22,male,7,20131113
qG0K1ILxZUhduh4uSGhQ0eFBU1r5FYOKmHzvP7nsVcw=,5,56,male,9,20090910
Je5dLGBegU3fjbbeFPrsJi9S9d2LK+5XHVHXGngXaNU=,1,0,,9,20150911
xZCT+Dx+Cp6iuQklGiouO633YiqwdWARz67ZQssHsnc=,1,0,,7,20150929
ZcGixrvwjr8Vv9oQ4XtOU8FSTw7mcSI4fdgSN5KOsdY=,5,28,female,3,20130930
weEnsy5RswdXK1fDoezKCRQxVy48hnTw82/WTvfr8Uk=,1,0,,7,20151024
U4v1+YT9pZG6tQvRcI91dCp1phjJilW6PCGMb1lU0J0=,5,33,male,9,20101228
C2p+IU9CRZurL/pEPKIOgbN2HgRsBrfP7K/KeGTp6Js=,1,0,,7,20151223
P94jt1lBv1o4ENsyKaE3hhhAcZH1R91ytM0AWywDS6c=,1,0,,7,20101223
eR9x64IdphVzLlU1qLDuOoD/oeGqpBuypHKvRElAgTc=,1,0,,7,20120228
uParSXpyu+XJVEuaziXlRkaKEQ/fNeB4RUXqvCzmiEg=,13,0,,3,20130915
eW2F49dmC/ugMn3x1be/5zbweeTCjo457kI53Dg0tKU=,17,29,female,9,20090913
DSRN9g5nKHYwgVZfTm5R+bNThzxUDk8WckmgFYvZ5yU=,9,27,male,9,20120302
hs3uGwJw7MBbp+Rb01fD6/Ekg87n0gvcw0u1YIxJy7A=,6,27,female,9,20140109
MbYKLx02WGO7n0BUVX6EKTU7/sMuWla61NKbfJqsqP8=,13,26,male,3,20130719
5vMk8hTXw6iQzB5dQUS+xLdpIuWI5rMF3yaZs/wb5Sw=,1,0,,7,20101107
XqygosBaTR2AgFXKawqkdCZBuB/9PPbWaBxanpBiA9A=,1,0,,7,20140219
YsqyY3MLZU4cHOHkxZaBWBc0quOJZzcKiSkiWPZ0KrA=,15,57,male,9,20050501
v/nHlEhR+t4zHs5R+exDYVk4tveXxtRMIN9ywcR5jZo=,1,0,,7,20150719
MCVdQi75GAnxXXIHqrLgsjrDMDMSzW26cYJWGrz5krg=,4,33,female,9,20060804
+I3VwfR/2qUL0Qm80xOPTBP/bZhBX/4Ttt4dRuE9NmE=,1,0,,7,20110707
XI/xqDiuQB6Nz6uI9ik1sS76qEjIrkq2SJ+PeMrSxF0=,13,40,male,4,20151211
aSfikprOQ2emmEZvDC2KgrXr/sc8P8vGgo6/di1YU58=,5,58,,9,20100529
uG/usawaowOO6gqXHWoAf6UyQbVrxJALlgK2qer3bmQ=,14,25,male,3,20130427
CNgDuDgp9PFGLhYy57FD2vsVwvKrhG8ldWRvRGKzrY8=,22,0,,3,20120726
5FfAn5MtdSME+JYfew+UkukYXK00ImHOPnIP2YXkrGU=,1,0,,7,20140330
G3ZhGWMOd7dLA6kQAd0ftl6zSgW0wc2gCVy/DsIWzVE=,1,0,,7,20130612
GBy8qSz16X5iYWD+3CMxv/Hm6OPSrXBYtmbnlRtknW0=,6,23,female,9,20060331
eD4Cg1zfyri7iLuffEks83+/fMubWZk+Q0HyY/R83lk=,4,0,,3,20121106
